BusinessEntityID,QuotaDate,SalesQuota,rowguid,ModifiedDate
274,2011-05-31 00:00:00,2.8E+4,99109BBF-8693-4587-BC23-6036EC89E1BE,2011-04-16 00:00:00
274,2011-08-31 00:00:00,7E+3,DFD01444-8900-461C-8D6F-04598DAE01D4,2011-07-17 00:00:00
274,2011-12-01 00:00:00,9.1E+4,0A69F453-9689-4CCF-A08C-C644670F5668,2011-10-17 00:00:00
274,2012-02-29 00:00:00,1.4E+5,DA8D1458-5FB9-4C3E-9EAD-8F5CE1393047,2012-01-15 00:00:00
274,2012-05-30 00:00:00,7E+4,760CEF84-B980-417B-A667-7358C38857F0,2012-04-15 00:00:00
274,2012-08-30 00:00:00,1.54E+5,FB29E024-F26A-49AA-A7CC-C99AE7BA4853,2012-07-16 00:00:00
274,2012-11-30 00:00:00,1.07E+5,13947D2C-A254-47C9-8817-CBD186FFA526,2012-10-16 00:00:00
274,2013-02-28 00:00:00,5.8E+4,BC1A222F-47A0-48D1-9C56-AC873269DC98,2013-01-14 00:00:00
274,2013-05-30 00:00:00,2.63E+5,8B4E3CBF-F0EF-49C5-9A8C-87679055057E,2013-04-15 00:00:00
274,2013-08-30 00:00:00,1.16E+5,E9DE95E3-B119-4441-BD1D-B27FC4516022,2013-07-16 00:00:00
274,2013-11-30 00:00:00,8.4E+4,7CEA47B5-8391-4414-A866-FF6EC6628CD3,2013-10-16 00:00:00
274,2014-03-01 00:00:00,1.87E+5,0CFB6474-20AA-46D3-A5C0-29DBA2EDA025,2014-01-15 00:00:00
275,2011-05-31 00:00:00,3.67E+5,5F7E9647-3F08-49B0-A4A4-90257FC78197,2011-04-16 00:00:00
275,2011-08-31 00:00:00,5.56E+5,87AC1FB7-A3C5-43A6-90AA-2D09AE00148A,2011-07-17 00:00:00
275,2011-12-01 00:00:00,5.02E+5,52849F15-2FC4-4154-894D-1E3D3DAEA181,2011-10-17 00:00:00
275,2012-02-29 00:00:00,5.5E+5,C69B67DB-F35F-4DAD-A8A8-C4D074AD17DB,2012-01-15 00:00:00
275,2012-05-30 00:00:00,1.429E+6,ACE52EBF-5328-4B20-951F-F7323F0D3A56,2012-04-15 00:00:00
275,2012-08-30 00:00:00,1.324E+6,59FD606C-22FF-4F43-951B-74FCA7758EDE,2012-07-16 00:00:00
275,2012-11-30 00:00:00,7.29E+5,A2907D41-6271-43D5-8439-DFFEB6B963FA,2012-10-16 00:00:00
275,2013-02-28 00:00:00,1.194E+6,08270720-0537-4F0E-BA15-375EC0660F31,2013-01-14 00:00:00
275,2013-05-30 00:00:00,1.575E+6,AA3C8A00-6590-497E-80F6-075BB947E025,2013-04-15 00:00:00
275,2013-08-30 00:00:00,1.218E+6,12AAC834-AB2F-4E84-B85D-08839670C198,2013-07-16 00:00:00
275,2013-11-30 00:00:00,8.49E+5,118F1FC6-7B7E-4588-90B0-F08BA349DBE7,2013-10-16 00:00:00
275,2014-03-01 00:00:00,8.69E+5,1290B655-35F4-4447-A4C5-1385F62FEF4D,2014-01-15 00:00:00
276,2011-05-31 00:00:00,6.37E+5,2DF41DD8-182E-4C57-AE81-718F714CB4FF,2011-04-16 00:00:00
276,2011-08-31 00:00:00,7.81E+5,CB65848E-16D8-42FD-A9F3-8A8CAE4CEB9C,2011-07-17 00:00:00
276,2011-12-01 00:00:00,6.65E+5,E35D6A3A-8303-47DD-B0E6-FD7D40A396B2,2011-10-17 00:00:00
276,2012-02-29 00:00:00,6.39E+5,F8443072-C5B3-4F3F-8E20-5F53C90B0414,2012-01-15 00:00:00
276,2012-05-30 00:00:00,1.355E+6,1B62E37F-2045-404A-B3F0-4E7B65C8D979,2012-04-15 00:00:00
276,2012-08-30 00:00:00,1.009E+6,68082AFC-9A96-4EDE-8B8E-64C4E9F8DDD4,2012-07-16 00:00:00
276,2012-11-30 00:00:00,8.6E+5,A6FCE001-AF4B-45FA-998C-F69E097D650E,2012-10-16 00:00:00
276,2013-02-28 00:00:00,1.021E+6,AEDA3A74-5E52-4FDC-AE81-E236B4D14F5F,2013-01-14 00:00:00
276,2013-05-30 00:00:00,1.525E+6,C81757CA-DA32-4618-8429-395F96283A6D,2013-04-15 00:00:00
276,2013-08-30 00:00:00,1.276E+6,C5A85488-C1DC-4F85-9B24-ADDF853793F8,2013-07-16 00:00:00
276,2013-11-30 00:00:00,8.94E+5,9D246AF6-85FE-4A25-A266-70A11895D013,2013-10-16 00:00:00
276,2014-03-01 00:00:00,1.124E+6,633A5552-F996-475F-BD93-BB6F343F65D8,2014-01-15 00:00:00
277,2011-05-31 00:00:00,5.65E+5,D1F92EC2-0C55-47D4-BE71-54B37223D19F,2011-04-16 00:00:00
277,2011-08-31 00:00:00,8.72E+5,F9823592-5888-487D-9B86-79074A27A96F,2011-07-17 00:00:00
277,2011-12-01 00:00:00,8.46E+5,472859C3-39A7-4504-A0CD-760CBEAC95F8,2011-10-17 00:00:00
277,2012-02-29 00:00:00,9.52E+5,ECA1E739-05F5-4584-9118-927634284E93,2012-01-15 00:00:00
277,2012-05-30 00:00:00,1.6E+6,D368DC2C-F142-48F6-A787-91D818C04534,2012-04-15 00:00:00
277,2012-08-30 00:00:00,1.352E+6,64C8E4F4-F979-4816-A2EE-B044AD74224D,2012-07-16 00:00:00
277,2012-11-30 00:00:00,8.39E+5,0569DF99-DEAB-46CE-8818-8EEE2DD47BF1,2012-10-16 00:00:00
277,2013-02-28 00:00:00,1.369E+6,0323D0BC-C5CC-4D67-8935-DD05074FBA43,2013-01-14 00:00:00
277,2013-05-30 00:00:00,1.171E+6,FCA465DE-87F6-4F95-B80F-103726CE823B,2013-04-15 00:00:00
